Ticket;Nombre comun;Fecha;evento;Ciudad;Vereda;Arboles;Hectareas
1734;Chiclá Azul, Quimulá, Cedro de Altura, Arrayán, Alcaparro Gigante, olivo de cera, Cabo de Hacha, Aliso, Chirlobirlo;09/22/2021 12:00:00 AM;Reforestación Fuentes Hídricas;Santa Rosa de Osos;La Cejita;516;1.032
854;EUCALIPTO;10/16/2020 12:00:00 AM;Siembra San Sebastían;Santa Rosa de Osos;La Cejita;800;1.6
1847;Guayacán Amarillo, olivo de cera, EUCALIPTO, Arboloco, Nogal Cafetero;10/07/2021 0:00;Obligación Contractual;Santa Rosa de Osos;La Lomita;62;0.124
2354;Chirlobirlo;5/07/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;4000;8
2353;Aguacatillo;5/03/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;700;1.4
2346;Roble;3/09/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;600;1.2
2347;Sauce;9/09/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;600;1.2
2348;Sauco;09/23/2021 12:00:00 AM;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;10000;20
2349;Trompillo;10/15/2021 12:00:00 AM;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;1000;2
2351;Diomato;4/01/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;2000;4
2355;Guayacán de Manizalez, Sietecueros, Nadador, Algarrobillo;06/25/2021 12:00:00 AM;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;1170;2.34
2352;Algarrobo;04/28/2021 12:00:00 AM;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;200;0.4
2350;Habano;02/16/2021 12:00:00 AM;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;2000;4
2146;Amarraboyo;7/07/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;700;1.4
2147;Arrayán;9/02/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;400;0.8
2148;Candelo, Niguito, Chagualo;11/05/2021 0:00;SEMBRATON APOYO;Santa Rosa de Osos;Las Cruces;10500;21
621;Quimulá, Cedro de Altura, Aguacatillo;10/21/2020 12:00:00 AM;SIEMBRA;Santa Rosa de Osos;Las Cruces;423;0.846
623;Quimulá, Cedro de Altura;10/02/2020 0:00;SIEMBRA;Santa Rosa de Osos;Las Cruces;100;0.2
2379;Matarratón, Tachuelo 1, Sauce, Palma Manila, Ojo de Pava, Guayabo Liso;4/06/2022 0:00;Villa Graciela siembra árboles en su compromiso con el medio ambiente;Santa Rosa de Osos;Mina Vieja;251;0.502
834;Corymbia citriodora, Syzygium paniculatum, Cedrela odorata, Retrophyllum rospigliosii, Corymbia calophylla, Cupressus lusitanica, Psidium guajava, Grevillea robusta, Duranta erecta, P. patula, Acca sellowiana, Tecoma stans, Schinus terebinthifolia, Psidium Cattleyanum, Quimulá;01/29/2021 12:00:00 AM;Villa Graciela siembra arboles en su compromiso con el medio ambiente;Santa Rosa de Osos;Mina Vieja;1281;2.562
849;falso pimiento, Quimulá, Cedro de Altura, Alcaparro Gigante, Arrayan de Hoja Ancha, Cabo de Hacha, Barcino, Urapan, Aliso, Chagualo;06/18/2020 12:00:00 AM;Siembra La Sierra;Santa Rosa de Osos;Portezuela;588;1.176
360;Baccharis Latifolia, Salix Humboldtiana Willd, Cedrela lilloi, Luma apiculata, Morella pubescens, Cedro Negro, Guayabo Comun, Chirlobirlo;11/10/2020 0:00;OBLIGACION 040-COV2010-172;Santa Rosa de Osos;Portezuela;39;0.078
356;Quimulá, Cedro de Altura, Arboloco, Aliso, Chachafruto, Aguacatillo;08/13/2020 12:00:00 AM;Siembra de Arbles;Santa Rosa de Osos;Portezuela;124;0.248
1875;Eucalipto blanco, Acacia, Arboloco;11/25/2021 12:00:00 AM;Obligación Contractual;Santa Rosa de Osos;Rio Grande;20;0.04
855;EUCALIPTO;10/16/2020 12:00:00 AM;Siembra La Ilusión;Santa Rosa de Osos;San Francisco;500;1
1312;Cedro, Guayacan Amarillo, Piñón de Oreja, Guayacan Trebol, Varasanta, Camargo;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Santa Rosa de Osos;San Jose;3000;6
1208;Pinus;7/09/2021 0:00;Siembra Gimnasio la Salada;Segovia;Cabecera Municipal;6;0.012
1194;cedrus, Melina, Búcaro, Abarco, Teca, Teca, Samán;2/05/2021 0:00;Siembra Geriátrico;Segovia;Cabecera Municipal;80;0.16
1857;Cedro, Suribio, Casco de Vaca, Vara Santa, Dinde, Payandé, Móncoro, Ceiba rosada, Samán;11/09/2021 0:00;Obligación Contractual;Segovia;Cabecera Municipal;30;0.06
1191;cedrus, miona, Teca;08/31/2019 12:00:00 AM;Siembra Institución Educativa Gimnasio la Salada;Segovia;Cabecera Municipal;20;0.04
1199;Jazmin;05/29/2021 12:00:00 AM;Siembra IE.SANTO DOMINGO SEDE MANUEL CEPEDA;Segovia;Cabecera Municipal;5;0.01
826;teka, saman, Abarco, Ceiba Tolua, Almendro;01/29/2021 12:00:00 AM;Sembraton red nacional de mujeres comunales de Colombia capitulo segovia.;Segovia;Cabecera Municipal;80;0.16
1200;Jazmin;04/29/2021 12:00:00 AM;Siembra Gimnasio La Salada sector la virgen;Segovia;Cabecera Municipal;10;0.02
1641;Almendron, yarumo, Samán, Roble;04/20/2021 12:00:00 AM;siembra Voluntaria Mineros Aluvial S.A.S;Segovia;Baldios de la Nación;400;0.8
1699;Abarco, Guanabano, Algarrobo;3/05/2022 0:00;sembratón segovia;Segovia;Campo Alegre;300;0.6
939;Caracolí, Balso Blanco, Ceiba Bonga;05/24/2019 12:00:00 AM;Sembraton Bosques de Vida;Segovia;Campo Alegre;250;0.5
940;Abarco;12/13/2019 12:00:00 AM;Sembraton Bosques de Vida (AMUGEM);Segovia;Campo Alegre;250;0.5
936;Almendro, Sapán, Poma rosa, Ceiba Bonga, Gualanday;08/31/2019 12:00:00 AM;Sembratón Bosques de Vida;Segovia;Campo Alegre;610;1.22
1187;miona;08/26/2019 12:00:00 AM;Siembra Escuela Campo Alegre;Segovia;Campo Alegre;11;0.022
1188;miona;08/26/2019 12:00:00 AM;Siembra Placa Huella Campo Alegre;Segovia;Campo Alegre;89;0.178
2457;Abarco, Caracolí, Mamoncillo, Algarrobo;04/22/2022 12:00:00 AM;Sembraton dia de la tierra;Segovia;Campo Alegre;350;0.7
938;Matarratón, Ceiba Bonga, Yarumo Blanco, Almendro, Balso Blanco;11/25/2019 12:00:00 AM;Sembraton;Segovia;Campo Alegre;100;0.2
780;Aguacate, Limón, Mandarino, Papallo, Naranjo, Zapote, Guanabano;03/20/2021 12:00:00 AM;"Sembratón en cumplimiento de convenio 040-COV-2010-195.""";Segovia;Campo Alegre;200;0.4
93;Piñón de Oreja, Abarco, Caña Fistula, Guamo Churimo;07/14/2020 12:00:00 AM;Rehabilitación Ecológica Predio Titulo Minero Mona Minas;Segovia;El Aporriado;400;0.8
1329;Tulipan;11/18/2021 12:00:00 AM;Siembra Escuela el Cenizo;Segovia;El Cenizo;21;0.042
1099;Guayacan Rosado, Piñón de Oreja, Pechinde, Marañón, Ebano, Leucaena, Caracolí, Algarrobo, Samán;4/12/2021 0:00;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;2820;18.8
1097;Guayacan Rosado, Piñón de Oreja, Ebano, Leucaena;6/02/2021 0:00;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;1335;8.9
1100;Guayacan Rosado, Piñón de Oreja, Pechinde, Mamoncillo, Marañón;4/12/2021 0:00;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;915;6.1
1101;Guayacan Rosado, Pechinde, Mamoncillo, Tambor, pera de agua;4/12/2021 0:00;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;615;4.1
1096;Guayacan Rosado, Piñón de Oreja, Pechinde, Caoba, Leucaena, Ebano, Mamoncillo, Samán;04/18/2021 12:00:00 AM;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;2145;14.3
1094;Guayacan Rosado, Piñón de Oreja, Pechinde, Leucaena, CACAO, ceiba, Caracoli, Caoba, Ebano, Samán, Nogal Cafetero;4/12/2021 0:00;Siembra de arboles en el resguardo indígena Tagua La Po en el alcance dos del convenio 040-COV2010–182 del 2020;Segovia;La Po;11550;77
1098;Guayacan Rosado, Pechinde, Caracolí, Leucaena;4/12/2021 0:00;REFORESTACIÓN EN EL RESGUARDO INDÍGENA TAGUA LA PO EN EL MARCO DEL CONVENIO 040-COV2010 –182 DEL 2020;Segovia;La Po;405;2.7
1093;Piñón de Oreja, Pechinde, Leucaena, CACAO, Caobo, Ebano, Mamoncillo, Samán, Nogal Cafetero;4/12/2021 0:00;Siembra de arboles en el resguardo indígena Tagua La Po en el alcance dos del convenio 040-COV2010–182 del 2020;Segovia;La Po;2715;18.1
1786;Guayacan Rosado, Guayacan Amarillo, Suribio, Palma Payanesa, Samán;3/05/2022 0:00;Siembra voluntaria en popales;Segovia;Popales;31;0.062
1186;cedrus, miona, Ceiba Bonga, Teca, Melina;07/25/2019 12:00:00 AM;Popales segudna siembra;Segovia;Popales;120;0.24
1193;cedrus, Búcaro, Abarco, Melina, Teca, Samán;11/06/2020 0:00;Siembra Popales;Segovia;Popales;150;0.3
1185;cedrus, miona, Teca, Melina, Ceiba Bonga;03/25/2019 12:00:00 AM;Popales Primera siembra;Segovia;Popales;180;0.36
1172;Aguacate, Limón, Cayeno;6/12/2021 0:00;Compensación forestal por aprovechamiento árbol aislado en riesgo María Dama (ZF5-2021-2);Segovia;Popales;12;0.024
1198;Abarco;3/06/2021 0:00;Siembra Popales;Segovia;Popales;55;0.11
851;Melina, Búcaro, Abarco, Samán;03/24/2021 12:00:00 AM;Siembra Asocomunal;Segovia;Popales;50;0.1
2509;Árbol del pan;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2510;Algarrobo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2511;Algarrobo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2512;Algarrobo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2513;Cedro Amarillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
991;Cedro Amarillo, Yarumo Blanco, totumo, Ceiba Verde Bonga;6/05/2021 0:00;Obligación Contractual;Sopetrán;Cordoba;62;0.124
2503;totumo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2502;Algarrobo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2514;Chumbimbo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2495;Diomato;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2488;Piñón de Oreja;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2501;Chumbimbo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2494;Diomato;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2489;Noro;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
580;Barbasco;02/16/2021 12:00:00 AM;Siembra por convenio 040-COV2010-185 de 2020, Territorios más limpios.;Sopetrán;Cordoba;50;0.1
2490;Diomato;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2491;Chumbimbo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2492;Cedro Amarillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
996;Cedro Amarillo, Yarumo Blanco, Ceiba Verde Bonga, totumo;6/05/2021 0:00;Obligación Contractual;Sopetrán;Cordoba;62;0.124
2496;Chumbimbo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2515;Musa paradisiaca;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2493;Diomato;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2500;Tautano Trompillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2499;Diomato;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2498;Cedro Amarillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
983;Cedro Amarillo, Yarumo Blanco, totumo, Ceiba Verde Bonga;6/05/2021 0:00;Obligación Contractual;Sopetrán;Cordoba;62;0.124
2497;Tautano Trompillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2506;totumo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2505;Cedro Rojo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2507;Tautano Trompillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2504;Tautano Trompillo;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
2508;Piñón de Oreja;1/04/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Cordoba;1;0.002
988;totumo;6/05/2021 0:00;Obligación Contractual;Sopetrán;El Rodeo;14;0.028
2524;cedro caoba;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
989;Ceiba Verde Bonga;6/05/2021 0:00;Obligación Contractual;Sopetrán;El Rodeo;5;0.01
987;Cedro Amarillo;6/05/2021 0:00;Obligación Contractual;Sopetrán;El Rodeo;7;0.014
986;Yarumo Blanco;6/05/2021 0:00;Obligación Contractual;Sopetrán;El Rodeo;14;0.028
982;Cedro Amarillo, Yarumo Negro, totumo, Ceiba Verde Bonga;6/05/2021 0:00;Obligación Contractual;Sopetrán;El Rodeo;62;0.124
2525;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
575;Guayacán Amarillo, Guayacan Rosado;12/05/2020 0:00;Siembra por convenio 040-COV2009-121 PTAR Córdoba.;Sopetrán;El Rodeo;484;0.968
1935;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2526;Ceiba Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2516;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2517;Ceiba Verde Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2527;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2528;Ceiba Verde Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2529;Ceiba Verde Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
403;Cedro Amarillo, Guayacan Trebol, Yarumo Negro, Guacimo;11/07/2020 0:00;Cada Uno Un Árbol;Sopetrán;El Rodeo;10;0.02
339;Cedro Amarillo;11/07/2020 0:00;Jornada de siembra;Sopetrán;El Rodeo;10;0.02
249;Cedro Amarillo;11/07/2020 0:00;Cada uno un árbol;Sopetrán;El Rodeo;1;0.002
122;Piñón de Oreja, Cedro Amarillo, Ceiba Bonga, Guácimo Colorado, Chachafruto, Algarrobo;01/15/2020 12:00:00 AM;siembra de arboles de bosque seco;Sopetrán;El Rodeo;80;0.16
107;Piñón de Oreja, Cedro Amarillo, Acacia Roja, Algarrobo;05/15/2020 12:00:00 AM;Compensación DEVIMAR;Sopetrán;El Rodeo;300;0.6
1925;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1926;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1927;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1928;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1929;Piñón de Oreja;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1930;totumo;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1931;Ceiba Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1932;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1933;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1934;cedro caoba;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1936;Tautano Trompillo;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1937;Ceiba Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1938;Yarumo Negro;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2518;Ceiba Verde Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2519;Ceiba Verde Bonga;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2520;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2521;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2522;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
2523;Guayacan Rosado;12/18/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;El Rodeo;1;0.002
1980;Yarumo Negro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1981;Yarumo Negro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1946;Guayacan Rosado;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1947;Varasanta;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1948;Indio Desnudo Bursera simaruba;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1982;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1949;Varasanta;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1950;Guayacan Rosado;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1957;Chachafruto;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1958;Guayacan Rosado;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1944;Cedro Amarillo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1959;Cedro Amarillo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1943;Guayacan Rosado;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1984;Guayacan Polvillo;3/01/2022 0:00;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1942;Chachafruto;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1941;Guayacan Rosado;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1960;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1940;Algarrobo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1939;Algarrobo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1196;Guadua;09/28/2021 12:00:00 AM;Siembra por convenio 040-COV-2009-121 PTAR Córdoba.;Sopetrán;Guaymaral;400;0.8
1961;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1962;Chachafruto;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1963;Lluvia de Oro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1964;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1965;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1966;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1967;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1968;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1969;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1970;Lluvia de Oro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1972;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1973;Yarumo Negro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1974;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1945;Cedro Amarillo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1975;Indio Desnudo;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1976;Yarumo Negro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1977;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
110;Guayacán Amarillo, Guayacan Rosado;8/11/2020 0:00;Siembra Guaymaral;Sopetrán;Guaymaral;30;0.06
1978;Yarumo Negro;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
1979;Ceiba Verde Bonga;11/19/2021 12:00:00 AM;Siembra protección recurso hídrico;Sopetrán;Guaymaral;1;0.002
2413;Caoba;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2427;Árbol del pan;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2435;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2412;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2420;Algarrobo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2424;Algarrobo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2425;Algarrobillo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2416;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2415;Árbol del pan;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2418;Balso;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2430;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2433;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2436;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
109;Piñón de Oreja, Cedro Amarillo, Acacia Roja, Algarrobo;06/17/2020 12:00:00 AM;Compensación DEVIMAR;Sopetrán;Juntas;300;0.6
2411;Balso;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2414;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2417;totumo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2423;Algarrobo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2426;Caoba;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2429;Caracolí;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2432;totumo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2410;totumo;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2419;Caoba;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2422;Diomato;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2428;Noro;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2431;Caoba;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2434;Balso;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
2437;Árbol del pan;12/10/2021 0:00;Siembra protección recurso hídrico;Sopetrán;Juntas;1;0.002
978;Guayacán Amarillo, Ceiba Bonga;05/20/2021 12:00:00 AM;Siembra SILAP;Sopetrán;La Aguada;200;0.4
993;Pomo, Artocarpus altilis, Cedro Rojo, Piñón de Oreja;06/30/2021 12:00:00 AM;Sembraton municipio de Sopetrán, vereda La Aguada;Sopetrán;La Aguada;300;0.6
132;Guayacán Amarillo, Guayacan Rosado;9/11/2020 0:00;Siembra por la Biodiversidad.;Sopetrán;La Aguada;150;0.3
1011;Guayacan Rosado, Cedro Amarillo, Ceiba Verde Bonga;06/30/2021 12:00:00 AM;Siembra por convenio PTAR;Sopetrán;La Aguada;200;0.4
317;carate rojo, Chiriguaco, Sietecueros;10/06/2020 0:00;SEMBRATON;Sopetrán;La Miranda;30;0.06
