Ticket;Nombre comun;Fecha;evento;Ciudad;Vereda;Arboles;Hectareas
514;Quiebrabarrigo, Barcino, Guamo Churimo, Madroño, Chachafruto;12/23/2020 12:00:00 AM;Siembra de arboles en la vereda el Pedral Arriba para pozos sépticos;Betania;Pedral Arriba;50;0.1
1519;Guayacan Amarillo, Cámbulo;02/24/2021 12:00:00 AM;SIEMBRA ARBOLES CONVENIO SOLIDARIO 040-COV2011-217 DE2020;Betania;Pedral Arriba;20;0.04
1517;Guayacan Amarillo, Chachafruto;04/29/2021 12:00:00 AM;SIEMBRA ARBOLES CONVENIO SOLIDARIO 040-COV2011-217 DE 2020;Betania;Pedral Arriba;25;0.05
513;Quiebrabarrigo, Guamo Churimo, Laurel Comino, Nispero, Roble;12/22/2020 12:00:00 AM;Siembra de arboles en la vereda Primavera para pozos sépticos;Betania;Primavera;50;0.1
1880;Guayacán Amarillo, Caoba, Aliso, Nogal Cafetero;12/01/2021 0:00;Obligación Contractual;Betulia;El Guadual;40;0.08
2629;Pino Colombiano Romeron;05/13/2022 12:00:00 AM;Reporte Siembra Convenio N° 040-COV2103-9;Betulia;El Leon;14;0.028
2630;Aliso;05/13/2022 12:00:00 AM;Registro de Siembra Convenio N°040-COV2103-9;Betulia;El Leon;5;0.01
1243;Suribio, Chumbimbo, casco de buey, velero, Algarrobo, Aguacatillo;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Betulia;El Leon;3000;6
2631;Algodoncillo;05/13/2022 12:00:00 AM;Reporte de siembra convenio N° 040-COV2103-9;Betulia;El Leon;5;0.01
775;Guamo Liso;2/12/2021 0:00;Siembra por millón convenio 040-COV2009-122 Biovivero;Betulia;La Florida;18;0.036
776;Guayacán Amarillo;2/12/2021 0:00;Siembra por millón Convenio N° 040-COV2009-122 Biovivero;Betulia;La Florida;17;0.034
2292;Aguacatillo;10/20/2021 12:00:00 AM;SEMBRATON APOYO;Betulia;La Miranda;1200;2.4
1879;Guayacán Amarillo, Caoba, Aliso, Nogal Cafetero;12/01/2021 0:00;Obligación Contractual;Betulia;La Urraeña;40;0.08
344;Cambulos, Palma Amarga, Palma Zancona, Guamo Liso;11/21/2020 12:00:00 AM;ESPACIOS PUBLICOS VERDES;Ciudad Bolívar;Cabecera Municipal;150;0.3
220;Guayacan Rosado, Gualanday;11/05/2020 0:00;Siembra Convenio 040-COV2007-61;Ciudad Bolívar;Cabecera Municipal;90;0.18
218;Guayacan Rosado, Gualanday;11/05/2020 0:00;Siembra de Arboles Convenio 040-COV2010-178;Ciudad Bolívar;Cabecera Municipal;10;0.02
2301;Chagualo;10/21/2021 12:00:00 AM;SEMBRATON APOYO;Ciudad Bolívar;Buenavista;1500;3
1295;Guayacan Amarillo, Tambor, Aguacatillo;11/03/2021 0:00;Corantioquia en tú colegio;Ciudad Bolívar;Farallones;22;0.044
1826;Cedro de Altura, Arrayán, olivo de cera, Chocho Alcaparro, Nadador, Duraznillo, Aliso, Chachafruto;09/23/2021 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;Farallones;50;0.1
1825;Cedro de Altura, Arrayán, olivo de cera, Tabaquillo, Arrayán, Chocho Alcaparro, Nadador, Duraznillo, Chachafruto;09/22/2021 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;La Angostura;100;0.2
115;Guayacán Amarillo, Arrayán, Alcaparro Criollo, Guayabo Comun, Samán, Aguacatillo;07/31/2020 12:00:00 AM;SEMBRATON;Ciudad Bolívar;La Carmina;1200;2.4
291;Guasimos, Guayacán Amarillo, Guayacan Rosado, Arrayan de Hoja Ancha, Casco de Vaca, Ébano, Gualanday, Chirlobirlo, Nogal Cafetero;11/16/2020 12:00:00 AM;Sembraton Convenio 040-COV2009-102;Ciudad Bolívar;La Carmina;665;1.33
252;Guayacán Amarillo, Ebanos, Gualanday, Chirlobirlo, Nogal Cafetero;11/07/2020 0:00;Sembraton Convenio 040-COV2007-61;Ciudad Bolívar;La Carmina;270;0.54
369;Cedro rosado, Guayacan Amarillo, Guamo Machete, Balso, Carbonero, Nogal Cafetero;12/09/2020 0:00;Sembratón ciudad Bolivar;Ciudad Bolívar;La Carmina;57;0.114
46;CARETE ROJO, olivo de cera, Quimulá, Quiebrabarrigo, Guayacán de Manizalez, Arrayan de Hoja Pequeña, Alcaparro Enano, Camargo, Sauco de Monte, Nadador, Arrayan Eugenio, Guayabo Negro, Espadero, Canelo de Paramo, Cheflera Mano de Oso, Navajuelo, Drago, Aliso, Chagualo, Chirlobirlo, Aguacatillo;4/01/2020 0:00;GRAN SEMBATON;Ciudad Bolívar;La Carmina;1500;3
1714;Cedro Rojo, Guayacan Amarillo, Suribio, Nogal Cafetero;02/18/2022 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;La Carmina;44;0.088
821;Guayacan Rosado, Arrayán, Hayuelo, Drago, Carbonero, Gualanday, Aliso, Chirlobirlo;12/05/2020 0:00;Obligación Contractual;Ciudad Bolívar;La Sucia;430;0.86
1328;Ciro, Sauco Medicinal, Arrayan de Hoja Ancha, Hayuelo;11/18/2021 12:00:00 AM;Siembre Conveio 040-COV2110-126;Ciudad Bolívar;La Sucia;455;0.91
1070;Arrayán, Sauco Medicinal, Ciro, Ayuelo, Chuque, Guayacan de manizalez, Chirka, Tibar;06/30/2021 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;La Sucia;1785;3.57
1742;Guayacan Amarillo;02/16/2022 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;Los Monos;20;0.04
1740;Nogal Cafetero;02/16/2022 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;Los Monos;50;0.1
1741;Guayacan Amarillo;02/16/2022 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;Los Monos;20;0.04
1739;Nogal Cafetero;02/16/2022 12:00:00 AM;Obligación Contractual;Ciudad Bolívar;Los Monos;50;0.1
1265;Guayacan Amarillo, Laurel 1, Guamo Liso, Nogal Cafetero, Roble;10/12/2021 0:00;SEMBRATON 12 DE OCTUBRE;Ciudad Bolívar;Expansion Urbana;1500;3
1000;Tabebuia_chrysantha;6/04/2021 0:00;Celebración semana ambiental;Briceño;Cabecera Municipal;200;0.4
1002;Handroanthus_chrysanthus;6/07/2021 0:00;Celebración semana ambiental;Briceño;Cabecera Municipal;100;0.2
1003;ANGUSTIFOLIA_KUNTH y otros;6/03/2021 0:00;Celebración semana ambiental;Briceño;Cabecera Municipal;200;0.4
709;ARDISIA, Balso, Casco de Vaca, CHICALA, Ebano, FRANCESINO, Cedro de Altura, Arrayán, Guayacán de Manizalez, Alcaparro Criollo, Arrayan de Hoja Ancha, Barcino, Caimo, Ceiba Verde Bonga, Chocho, Encenillo, Arrayan Eugenio, Guamo Liso, Drago, Algarrobo, Algarrobo, Chagualo, Aguacatillo;05/13/2020 12:00:00 AM;SEMBRATON BRICEÑO;Briceño;Cabecera Municipal;3340;6.68
1627;Ceiba Verde Bonga;10/12/2021 0:00;Recuperación zonas degradadas;Briceño;Cabecera Municipal;100;0.2
1006;Tabebuia;06/19/2021 12:00:00 AM;Mejoramiento ambiental cerco vivo predio público;Briceño;Berlin;200;0.4
1007;Smallanthus_pyramidalis, Salix (desambiguación), otros;06/29/2021 12:00:00 AM;Garantizar la recuperación ambiental en la vereda Santa Ana.;Briceño;Chorrillos;220;0.44
1001;Acacia;6/03/2021 0:00;Celebración semana ambiental;Briceño;El Guaico;240;0.48
1628;Cedro Rojo;10/12/2021 0:00;Jornada ambiental en siembra de cultivo de café.;Briceño;El Polvillo;300;0.6
1017;Acacia;7/12/2021 0:00;Reforestación zona degradada;Briceño;El Respaldo;150;0.3
1151;Ceiba Verde Bonga, Vainillo, Gualanday;9/11/2021 0:00;Sembratón árboles, zona degradada y deforestada;Briceño;El Respaldo;150;0.3
1626;Matarratón, Ceiba Verde Bonga, Ceiba rosada, Gualanday;10/12/2021 0:00;Recuperación zona degradada;Briceño;El Respaldo;800;1.6
2293;Chirlobirlo;10/15/2021 12:00:00 AM;SEMBRATON APOYO;Briceño;El Respaldo;1000;2
1625;Ceiba Verde Bonga, Gualanday;9/09/2021 0:00;Recuperación zona degradada;Briceño;El Respaldo;100;0.2
1004;Persea_caerulea y otros;06/25/2021 12:00:00 AM;Sembraton con el ejercito;Briceño;La Meseta;150;0.3
573;Duranta;11/20/2020 12:00:00 AM;Convenio 040-COV-2009-107;Briceño;La Meseta;198;0.396
999;Acacia Rosada;6/04/2021 0:00;Celebración semana ambiental;Briceño;La Meseta;100;0.2
1624;Guamo Liso, Arboloco, Sauce;9/04/2021 0:00;Conservación microcuencas y zona degradada;Briceño;Travesias;200;0.4
1150;Quimulá, Acacia Magnium, Arboloco, Vetiver, Sauce, Guamo Santandereano, Chachafruto;9/04/2021 0:00;Siembra árboles en microcuencas y zona degradadas para la conservación recurso hídrico y la recuperación zonas degradadas.;Briceño;Travesias;479;0.958
1005;Smallanthus_pyramidalis y otros;6/03/2021 0:00;Celebración semana ambiental;Briceño;Travesias;250;0.5
6;Guayacán Amarillo, Guayacan Rosado, Piñón de Oreja, Cedro Amarillo, Pomo, Guacimo, Castaño de guinea, Frutegallina, Ceiba Bonga, Guanabano, Arbol del pan, Carbonero, Gualanday, Algarrobo;3/12/2020 0:00;Sembratón Nacional;Buriticá;Higabra;2000;4
644;GUAMO MACHO, HIGUERILLO, ARBOL DE PAN, yarumo, Aguacate;08/31/2020 12:00:00 AM;SEMBRATON;Buriticá;Higabra;2000;4
1052;Clusia multiflora, Myrcianthes rhopaloides, Smallanthus pyramidalis, Tecoma stans, Zygia longifolia, Arrayán, Ciro, laurel, Escobo 1, Barcino, Guasco, Nispero, Guamo Liso, Arrayan de Hoja Ancha, Gualanday;3/01/2021 0:00;"SIEMBRA DE 1800 ÁRBOLES COMO COMPENSACIÓN DEL PROYECTO  ""CONSTRUCCIÓN DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES""- CONTRATO N° SPO-LP-001-2021";Buriticá;Higabra;1800;3.6
1835;Guayacán Amarillo, Guayacán rosado, Cedro, Arrayán Manizaleño, Cámbulo, Nogal Cafetero;10/11/2021 0:00;Obligación Contractual;Buriticá;La Cordillera;60;0.12
180;Guayacán Amarillo, Guayacan Rosado, Cedro Rojo, Cedro Amarillo, Caña Fistula, Diomato, Frutegallina;9/10/2020 0:00;Siembra vereda Mogotes protección quebrada colchones;Buriticá;Mogotes;1800;3.6
1794;Guayacan Amarillo;03/22/2022 12:00:00 AM;Conmemoración día del agua, municipio de Buriticá;Buriticá;Pajarito;10;0.02
1112;Cebollin, Vinca, Toscana;9/01/2021 0:00;Jornada de sembraton corregimiento de Tabacal municipio de Buriticá;Buriticá;Tabacal;400;0.8
766;Guayacan, orejero, Cedro, campano, cativo, Algarrobo;03/17/2021 12:00:00 AM;Obligación Contractual;Cáceres;Cabecera Municipal;67;0.134
1562;orejero, Suribio, Abarco, Samán;08/26/2021 12:00:00 AM;Obligación Contractual;Cáceres;El Jardin;40;0.08
790;Guayacán Amarillo, Aceite Maria;10/09/2020 0:00;Obligación Contractual;Cáceres;El Jardin;30;0.06
791;Arizá, Ceiba Amarilla, Jobos, Mango fino, Zapote riveño;10/16/2020 12:00:00 AM;Obligación Contractual;Cáceres;El Jardin;30;0.06
1561;orejero, Abarco, Almendro, Samán;08/25/2021 12:00:00 AM;Obligación Contractual;Cáceres;Manizales;40;0.08
835;Guayacán rosado, Quiebrabarrigo, velero, Carbonero, Gualanday;12/16/2020 12:00:00 AM;Obligación Contractual;Cáceres;Manizales;100;0.2
38;Arrayan Eugenio, Jagua, Guayacan Trebol, MECHAERIUM, Guamo Liso, Algarrobo;7/11/2020 0:00;Reforestación Comunidad Indígena Carupia;Cáceres;Anara;1000;2
184;Acacia Rosada;10/16/2020 12:00:00 AM;Siembra Greenknow;Cáceres;El Toro;2;0.004
1091;Bucaro, Ceiba Bonga;8/12/2021 0:00;conmemoración del día interamericano de la calidad del aire;Cáceres;Guarumo;2000;4
1402;Piñón de Oreja, Suribio, Guayacan Polvillo, Roble;12/07/2021 0:00;SIEMBRA Cada Uno un Arbol;Cáceres;Guarumo;1000;2
2814;Cedro, Matarratón, Ceiba Tronadora, Acacia Roja, Teca, Aliso, Chachafruto, Samán;03/25/2022 12:00:00 AM;reforestacion-iniciativa taponando la Guadua-conv-040-COV1906-187;Cáceres;Rio Man;598;1.196
388;Guayacán Amarillo, Nispero, Nogal Cafetero;5/12/2020 0:00;Siembras de árboles en la vereda altavista.;Caicedo;Moraditas;1000;2
2455;Guayacan Amarillo;04/22/2022 12:00:00 AM;Obligación Contractual;Caicedo;Casanova;42;0.084
439;Guayacan Rosado;11/07/2020 0:00;Cada Uno Un Árbol;Caicedo;Cabecera Municipal;10;0.02
1697;Guayacan Rosado, Guayacan Amarillo, Eugenio, Guacimo, Guácimo Colorado, Chirlobirlo;02/20/2022 12:00:00 AM;Restauración ecológica;Caicedo;Aconozca;350;0.7
1229;Guayacán Amarillo, Chumbimbo, Ceiba de Tierra Fria, Diomato, Carbonero, Chirlobirlo;10/12/2021 0:00;Gran Sembratón Cada uno, un árbol;Caicedo;Aconozca;1200;2.4
1227;Guayacán Amarillo, Chagualon, Guasco, Nadador, Roble;9/08/2021 0:00;SIEMBRA DE ARBOLES PARA LA PROTECCIÓN DE FUENTES HIDRICAS;Caicedo;Aconozca;32;0.064
1060;Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Guayacán Polvillo, Chachafruto;07/14/2021 12:00:00 AM;siembra relacionada con el contrato No. 110-CNT2011-148;Caicedo;Aconozca;57;0.114
1221;Guayacán Amarillo, Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Chachafruto;07/14/2021 12:00:00 AM;SIEMBRA DE ARBOLES CON GRUPO DE HOGARES ECOLÓGICOS;Caicedo;Aconozca;200;0.4
1059;Quiebrabarrigo, Caña Fistula, Guayacán Polvillo, Jazmin de Noche, Chachafruto;07/14/2021 12:00:00 AM;Siembra relacionada con con contratro No. 110-CNT2011-148;Caicedo;Aconozca;141;0.282
400;Guayacan Rosado, Quiebrabarrigo, Escobo 2, Acacia Roja;12/15/2020 12:00:00 AM;Reforestación cuenca acueducto de la vereda Asesi;Caicedo;Asesi;150;0.3
455;Guayacán Amarillo;12/14/2020 12:00:00 AM;cada uno un árbol;Caicedo;Asesi;10;0.02
1873;Cedro, Caoba, Cámbulo, Carbonero;11/23/2021 12:00:00 AM;Obligación Contractual;Caicedo;Asesi;20;0.04
380;Quimulá, Arrayán, Arrayan de Hoja Pequeña, Arrayan Eugenio, Canelo de Paramo, Cheflera Mano de Oso, Gallinazo, Camargo, Navajuelo, Ojo de Pava, Huesito, Arboloco, Espadero, Chagualo, Chirlobirlo, Aguacatillo, Roble;08/21/2020 12:00:00 AM;Jornadas de la Sembraton en el Municipo de Caicedo;Caicedo;Asesi;1000;2
1015;Quiebrabarrigo, Guadua;7/08/2021 0:00;Siembra por la vida Guardianes de la Naturaleza;Caicedo;Asesi;53;0.106
456;Guayacán Amarillo;12/14/2020 12:00:00 AM;cada uno un árbol;Caicedo;Asesi;10;0.02
1223;Quiebrabarrigo, Guadua;7/08/2021 0:00;SIEMBRA DE ARBOLES CON GRUPO GUARDIANES DE LA NATURALEZA;Caicedo;Asesi;53;0.106
1225;Guayacán Amarillo, Roble;8/03/2021 0:00;SIEMBRA DE ARBOLES CON ESTUDIANTES Y COMUNIDAD VEREDA ASESI;Caicedo;Asesi;35;0.07
833;Guayacan Rosado, Quiebrabarrigo, Mangle, velero, Gualanday, Aliso, Nogal Cafetero;12/15/2020 12:00:00 AM;Obligación Contractual;Caicedo;Asesi;150;0.3
255;Guayacán Amarillo;11/08/2020 0:00;Cada uno un árbol;Caicedo;Chochal;10;0.02
975;Pomo, Aguacatillo, Nogal Cafetero;06/21/2021 12:00:00 AM;Sembraton Municipio de Caicedo;Caicedo;Chochal;100;0.2
459;Acacia Rosada;1/10/2021 0:00;Siembra Guardabosques;Caicedo;Chochal;60;0.12
381;Quimulá, Guayacán Amarillo, Sauco de Monte, Arboloco, Cedro Negro, Navajuelo, Ojo de Pava, Arrayan Eugenio, Arrayan de Hoja Pequeña, Aguacatillo, Nogal Cafetero, Roble;9/11/2020 0:00;Segunda Jornadas de la Sembraton en el Municipo de Caicedo;Caicedo;Chochal;1000;2
460;Cedro de Altura;12/21/2020 12:00:00 AM;apoyo a siembra a usuario por pagos de servicios ambiéntales;Caicedo;El Encanto;25;0.05
461;Cedro de Altura;12/21/2020 12:00:00 AM;apoyo a siembra a usuario por psa;Caicedo;El Encanto;25;0.05
1568;Guayacan Polvillo;1/04/2022 0:00;Obligación Contractual;Caicedo;El Hato;20;0.04
976;Pomo, Chirlobirlo, Aguacatillo, Nogal Cafetero;06/21/2021 12:00:00 AM;Sembraton Caicedo Vereda Romeral;Caicedo;El Hato;150;0.3
1210;Guayacan Amarillo;10/08/2021 0:00;Sembraton en la vereda Romeral con la Red de Liderazgo Juvenil;Caicedo;El Hato;60;0.12
412;Quimulá, Arrayán, Aguacatillo, Roble;11/27/2020 12:00:00 AM;siembra por parte del proyecto de Aunar los esfuerzo para contribuir al saneamiento hidríco rural en el Municpio de caicedo. Segun convenio 040-COV2009-128;Caicedo;La Cascajala;300;0.6
379;Quimulá, Sauco de Monte, Arrayan Eugenio, Camargo, Navajuelo;10/01/2020 0:00;Siembra de Compensación Ambiental con apoyo del proyecto aUNAR ESFUERZOS PARA CONTRIBUIR EL SANEAMIENTO HIDRÍCO MUNICIPIO DE CAICEDO-ANTIOQUIA.;Caicedo;La Cascajala;300;0.6
1051;Guayacán Amarillo, Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Chachafruto;07/14/2021 12:00:00 AM;Obligación contractual;Caicedo;La Garcia;48;0.096
1694;EUCALIPTO, Guamo Liso;02/18/2022 12:00:00 AM;Convites de restauración ecológica;Caicedo;La Garcia;135;0.27
1039;Guayacal polvillo, chachafruto, Caña fistula, Quiebrabarrigo, Jazmin de Noche;07/14/2021 12:00:00 AM;PORH;Caicedo;La Garcia;190;0.38
1222;Guayacán Amarillo, Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Chachafruto;07/14/2021 12:00:00 AM;SIEMBRA DE ARBOLES CON GRUPO DE HOGARES ECOLOGICOS;Caicedo;La Garcia;200;0.4
1056;Guayacán Amarillo, Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Chachafruto;07/14/2021 12:00:00 AM;Obligación contractual;Caicedo;La Garcia;72;0.144
1058;Quiebrabarrigo, Caña Fistula, Jazmin de Noche, Guayacán Polvillo, Chachafruto;07/14/2021 12:00:00 AM;Siembra relacionada con con contratro No. 110-CNT2011-148;Caicedo;La Garcia;84;0.168
55;Arrayan Eugenio, Guamo Machete, Gualanday;06/20/2020 12:00:00 AM;Reforestación en  acueducto de la García;Caicedo;La Garcia;100;0.2
1224;Quimulá, Guayacán Amarillo, Roble;07/22/2021 12:00:00 AM;SIEMBRA DE ARBOLES EN PARQUE ECOLÓGICO LA LIBERTAD;Caicedo;La Manga;70;0.14
2556;Guayacán Amarillo, Quiebrabarrigo, Caracolí, Chiminango, Carbonero;04/30/2022 12:00:00 AM;SIEMBRA DE ARBOLES BIOVIVERO COMUNITARIO;Caicedo;La Noque;400;0.8
1691;Guayacán Amarillo, Cedro de Altura, Carate Negro, Indio Desnudo, Chachafruto;01/25/2022 12:00:00 AM;BIOVIVERO COMUNITARIO VEREDA LA NOQUE;Caicedo;La Noque;1600;3.2
981;Guayacán Amarillo, Guamo Liso;03/23/2021 12:00:00 AM;SIEMBRA DE ARBOLES EN ARTICULACION CON EL BANCO AGRARIO DE COLOMBIA;Caicedo;La Noque;30;0.06
931;Cedro Negro, Ceiba Bonga, Guacimo, Laurel Comino, Nogal Cafetero;12/20/2020 12:00:00 AM;Siembra convenio 040-COV2010-207;Caicedo;La Soledad;32;0.064
1089;Cedro Amarillo, Carbonero, Chirlobirlo, Roble;12/20/2020 12:00:00 AM;Siembra relacionada al convenio 040-COV2010-207;Caicedo;La Soledad;1868;3.736
411;Nispero, Guamo Churimo, Nogal Cafetero;10/23/2020 12:00:00 AM;Siembra de árboles del proyecto implementación de sistemas de alertas tempranas comunitarias en las veredas el playón y la García  según convenio No 040-COV2009-108;Caicedo;La Soledad;60;0.12
385;Sauco de Monte, Roble;5/08/2020 0:00;Siembra de árboles del proyecto de implementación de sistemas tempranas comunitarias en la vda el playon y la garcía para  la restauración de un predio en el PNRCA;Caicedo;La Soledad;60;0.12
2295;Sietecueros;10/21/2021 12:00:00 AM;SEMBRATON APOYO;Caicedo;Los Pinos;500;1
2294;Guayacán de Manizalez;07/22/2021 12:00:00 AM;SEMBRATON APOYO;Caicedo;Los Pinos;1300;2.6
2296;Nadador;10/28/2021 12:00:00 AM;SEMBRATON APOYO;Caicedo;Los Pinos;250;0.5
1838;Quiebrabarrigo, Cedro, Cámbulo, Sietecueros, Nogal Cafetero;10/12/2021 0:00;Obligación Contractual;Caicedo;Los Sauces;80;0.16
78;Guayacán Amarillo, Cedro Rojo, Arrayan Eugenio;6/05/2020 0:00;Día del Medio Ambiente;Caicedo;Expansion Urbana;100;0.2
674;Guayacán Amarillo, Arrayan Eugenio;02/25/2021 12:00:00 AM;SIEMBRA CONTRATISTA;Caldas;La Corrala;54;0.108
852;Arrayan Eugenio;03/20/2021 12:00:00 AM;Obligación Contractual;Caldas;La Corrala;59;0.118
2530;Arrayan Eugenio;4/02/2022 0:00;OBLIGACION CONTRACTUAL;Caldas;La Corrala;67;0.134
1812;Arrayan Eugenio;4/02/2022 0:00;Obligación Contractual;Caldas;La Corrala;74;0.148
814;Arrayan Eugenio;03/20/2021 12:00:00 AM;Obligación Contractual;Caldas;La Corrala;62;0.124
2531;Arrayan Eugenio;4/02/2022 0:00;Obligación Contractual;Caldas;La Corrala;67;0.134
675;Guayacán Amarillo, Arrayan Eugenio;02/25/2021 12:00:00 AM;SIEMBRA CONTRATISTA;Caldas;La Corrala;54;0.108
676;Guayacán Amarillo, Arrayan Eugenio;02/25/2021 12:00:00 AM;Siembra Contratista 190-CNT2102-39;Caldas;La Corrala;61;0.122
1816;Arrayan Eugenio;4/02/2022 0:00;Obligación Contractual;Caldas;La Corrala;68;0.136
1813;Arrayan Eugenio;4/02/2022 0:00;Obligación Contractual;Caldas;La Corrala;40;0.08
2456;Arrayan Eugenio;4/02/2022 0:00;Obligación Contractual;Caldas;La Corrala;67;0.134
1843;Guayacán Amarillo, Quiebrabarrigo, Mataratón, Guamo Machete, Arrayán blanco, Casco de Vaca, Duraznillo, Balso, Chirlobirlo;10/02/2021 0:00;Obligación Contractual;Caldas;La Valeria;60;0.12
26;Abarco;6/12/2020 0:00;Porque sembrar nos une!;Caldas;La Valeria;25;0.05
427;Pino Colombiano Romeron, Drago, Algarrobo, Chirlobirlo, Nogal Cafetero;12/20/2020 12:00:00 AM;siembra 2 del contrato 569 de 2020;Caldas;Salada Parte Alta;25;0.05
429;Pino Colombiano Romeron, Arboloco, Drago, Chirlobirlo, Roble;12/20/2020 12:00:00 AM;Convenio CORANTIOQUIA 040-COV2018-181;Caldas;Salada Parte Alta;25;0.05
426;Guayacán de Manizalez, Pino Colombiano Romeron, Escobo 1, Aliso, Roble;12/06/2020 0:00;siembra de individuos para contrato 569 de 2020;Caldas;Salada Parte Alta;25;0.05
370;Suribio, Nispero, Guayaba Jaboticaba;12/06/2020 0:00;Siembra Vereda La Quiebra (Sector la Escondida);Caldas;Salinas;153;0.306
1888;Pino Colombiano Romeron, Cheflera Mano de Oso, Cadillo, Guasco, Huesito, Nadador;04/14/2022 12:00:00 AM;Siembra en el lote 60 - Verdeviento;Caldas;Sinifaná;70;0.14
1680;Quiebrabarrigo, Guayacan Amarillo, Arrayan de Hoja Ancha, Bucaro, Cedros, Roble;12/11/2021 0:00;Sembraton por la vida;Caldas;Expansion Urbana;670;1.34
1510;alcaparro de montaña, cerrillo;12/11/2021 0:00;Siembra de la alcaldia de caldas;Caldas;Expansion Urbana;500;1
224;siete cueros, miona, naranjos, Guayacán Amarillo, Guayabo Comun, Aguacatillo;11/07/2020 0:00;Sembratón en Caldas;Caldas;Expansion Urbana;14;0.028
1866;Cedro, Caoba, Nogal Cafetero;11/13/2021 12:00:00 AM;Obligación Contractual;Caldas;Expansion Urbana;15;0.03
707;OLIVOS, Quimulá, Alcaparro Criollo, Chocho Rojo, Chagualo;8/10/2020 0:00;SEMBRATON CAMPAMENTO;Campamento;Cabecera Municipal;1000;2
91;Guayacán Amarillo, Arrayán, Ceiba Tolua, Carate Negro, Gualanday;07/30/2020 12:00:00 AM;Siembra en el hospital La Sagrada Familia;Campamento;Cabecera Municipal;200;0.4
1095;Guayacan Rosado, Arrayán;6/10/2021 0:00;Siembra de árboles para cercos vivos;Campamento;Los Chorros;500;1
179;Arrayan Eugenio, Cheflera Mano de Oso, Arrayan de Hoja Pequeña, Chagualo, Roble;09/30/2020 12:00:00 AM;SEMBRATON BOSQUES DE VIDA.;Campamento;Los Chorros;300;0.6
738;Quimulá, Arrayán, Pino Colombiano Romeron, Barcino, Carbonero, Aguacatillo, Roble;02/27/2021 12:00:00 AM;Jornada de Participación ciudadana en temas ambientales;Campamento;Los Chorros;1650;3.3
1861;Guayacán rosado, Cedro, Cámbulo, Caoba, Carbonero, Nogal Cafetero;11/11/2021 0:00;Obligación Contractual;Campamento;La Chiquita;40;0.08
469;Guayacan Rosado, nacedero, Vainillo, Carbonero, Gualanday;11/27/2020 12:00:00 AM;Obligación Contractual;Campamento;La Chiquita;150;0.3
39;Quimulá, Arrayan de Hoja Pequeña, Pino Colombiano Romeron, Espadero, Sauco de Monte, Chagualo, Aguacatillo, Roble;6/11/2020 0:00;Adopta un árbol por la vida;Campamento;Cañaveral;250;0.5
182;Arrayan Eugenio, Sauco de Monte, Chagualo, Roble;10/14/2020 12:00:00 AM;Siembra en Predio Privado;Campamento;Cañaveral;520;1.04
1859;Guayacán rosado, Cedro, Casco de Vaca, Caoba, Cámbulo, Nogal Cafetero;11/10/2021 0:00;Obligación Contractual;Campamento;Llanadas;40;0.08
2297;Algarrobillo;05/28/2021 12:00:00 AM;SEMBRATON APOYO;Campamento;El Reposo;10000;20
1708;Quiebrabarrigo;2/02/2022 0:00;Jornada Ecológica Convite de forestación;Campamento;La Colmena;140;0.28
40;Guayacán Amarillo, Guayacan Rosado, Cedro de Altura, Guayacán de Manizalez, Ceiba Tolua, Balso;06/20/2020 12:00:00 AM;PRAE CER la Solita;Campamento;La Solita;350;0.7
574;Aguacate, Naranjo, Limón, Mango, Zapote, Carambolo;2/06/2021 0:00;SIEMBRA-EVENTO EDUCATIVO;Caracolí;Cabecera Municipal;30;0.06
92;Quiebrabarrigo;6/05/2020 0:00;Día del Medio Ambiente;Caracolí;Cabecera Municipal;100;0.2
1533;Falsa acacia, Guayacán rosado, Aguacate, Guayacán Amarillo, Cedro, Piñón de Oreja, Acacia Roja, Ceiba Bonga, Almendro, Melina, Caracolí;12/13/2021 12:00:00 AM;Restauración de Banca El 62;Caracolí;El 62;220;0.44
327;Suribio;9/04/2020 0:00;Siembra de 90 de árboles en marco del convenio No.040-cov2008-64 de 2020;Caracolí;El 62;90;0.18
1177;Guayacan Rosado, Quiebrabarrigo, Caracolí, Ceiba Amarilla, Acacia Roja;09/23/2021 12:00:00 AM;Obligación Contractual;Caracolí;El 62;6;0.012
1291;papayo, Guayacan Rosado, Guayacan Amarillo, Matarratón, nacedero, Ceiba Bonga, Guamo Peludo, Aguacate, Almendro;10/06/2021 0:00;Restauración de área erosionada;Caracolí;El 62;36;0.072
